Ne	alpha	l	Q	u01	u10	v	P_0	P_1	frac
1000	5	10	2	5e-10	1.5e-09	6.44346261040929e-44	148.4131591	1.91258928314036e-41	1.28869252208186e-43
10000	0	1	0.2	1e-09	1e-09	1.21706748108549e-06	0.999999757	2.43413436966983e-07	2.43413436966983e-07
10000	0	1	0.2	1.5e-09	5e-10	2.41170939513818e-06	0.999999518	4.82341646374061e-07	4.82341646374061e-07
10000	0	1	0.2	5e-10	1.5e-09	4.76470834366433e-07	0.999999905	9.52941577923091e-08	9.52941577923091e-08
10000	0	1	0.4	1e-09	1e-09	1.56690548126825e-15	1	6.267621925073e-16	6.267621925073e-16
10000	0	1	0.4	1.5e-09	5e-10	3.97635999789279e-15	1	1.59054399915711e-15	1.59054399915711e-15
10000	0	1	0.4	5e-10	1.5e-09	5.36963261452313e-16	1	2.14785304580925e-16	2.14785304580925e-16
10000	0	1	0.6	1e-09	1e-09	2.07313427875298e-26	1	1.24388056725179e-26	1.24388056725179e-26
10000	0	1	0.6	1.5e-09	5e-10	5.9120770380427e-26	1	3.54724622282562e-26	3.54724622282562e-26
10000	0	1	0.6	5e-10	1.5e-09	6.92819829002277e-27	1	4.15691897401366e-27	4.15691897401366e-27
10000	0	1	0.8	1e-09	1e-09	2.0505341619844e-38	1	1.64042732958752e-38	1.64042732958752e-38
10000	0	1	0.8	1.5e-09	5e-10	6.07236859676721e-38	1	4.85789487741377e-38	4.85789487741377e-38
10000	0	1	0.8	5e-10	1.5e-09	6.83626261087846e-39	1	5.46901008870277e-39	5.46901008870277e-39
10000	0	1	1	1e-09	1e-09	4.53774403569158e-51	1	4.53774403569158e-51	4.53774403569158e-51
10000	0	1	1	1.5e-09	5e-10	1.35719815830794e-50	1	1.35719815830794e-50	1.35719815830794e-50
10000	0	1	1	5e-10	1.5e-09	1.5125952756649e-51	1	1.5125952756649e-51	1.5125952756649e-51
10000	0	1	1.2	1e-09	1e-09	4.41316819455011e-64	1	5.29580183346013e-64	5.29580183346013e-64
10000	0	1	1.2	1.5e-09	5e-10	1.32305148074482e-63	1	1.58766177689379e-63	1.58766177689379e-63
10000	0	1	1.2	5e-10	1.5e-09	1.47105674320898e-64	1	1.76526809185077e-64	1.76526809185077e-64
10000	0	1	1.4	1e-09	1e-09	2.9165534707581e-77	1	4.08317485906134e-77	4.08317485906134e-77
10000	0	1	1.4	1.5e-09	5e-10	8.74835694933817e-77	1	1.22476997290734e-76	1.22476997290734e-76
10000	0	1	1.4	5e-10	1.5e-09	9.72184511681075e-78	1	1.36105831635351e-77	1.36105831635351e-77
10000	0	1	1.6	1e-09	1e-09	1.74688482354097e-90	1	2.79501571766555e-90	2.79501571766555e-90
10000	0	1	1.6	1.5e-09	5e-10	5.24048408984113e-90	1	8.3847745437458e-90	8.3847745437458e-90
10000	0	1	1.6	5e-10	1.5e-09	5.82294941692693e-91	1	9.31671906708309e-91	9.31671906708309e-91
10000	0	1	1.8	1e-09	1e-09	1.15002645556507e-103	1	2.07004762001713e-103	2.07004762001713e-103
10000	0	1	1.8	1.5e-09	5e-10	3.45005477393222e-103	1	6.210098593078e-103	6.210098593078e-103
10000	0	1	1.8	5e-10	1.5e-09	3.83342151835693e-104	1	6.90015873304248e-104	6.90015873304248e-104
10000	0	1	2	1e-09	1e-09	9.47705656482489e-117	1	1.89541131296498e-116	1.89541131296498e-116
10000	0	1	2	1.5e-09	5e-10	2.84311247763315e-116	1	5.68622495526631e-116	5.68622495526631e-116
10000	0	1	2	5e-10	1.5e-09	3.15901885528672e-117	1	6.31803771057343e-117	6.31803771057343e-117
10000	0	2	0.2	1e-09	1e-09	0.001803216	0.999639487	0.000360513	0.000360513
10000	0	2	0.2	1.5e-09	5e-10	0.003069322	0.999386512	0.000613488	0.000613488
10000	0	2	0.2	5e-10	1.5e-09	0.000799367	0.999840152	0.000159848	0.000159848
10000	0	2	0.4	1e-09	1e-09	1.21706642617548e-06	0.999999513	4.86826333470196e-07	4.86826333470196e-07
10000	0	2	0.4	1.5e-09	5e-10	2.41170584939072e-06	0.999999035	9.64681409145168e-07	9.64681409145168e-07
10000	0	2	0.4	5e-10	1.5e-09	4.76470654918232e-07	0.999999809	1.90588225643414e-07	1.90588225643414e-07
10000	0	2	0.6	1e-09	1e-09	9.31944896526851e-11	1	5.59166937884844e-11	5.59166937884844e-11
10000	0	2	0.6	1.5e-09	5e-10	2.1232411746083e-10	1	1.27394470460269e-10	1.27394470460269e-10
10000	0	2	0.6	5e-10	1.5e-09	3.34321854434125e-11	1	2.00593112656451e-11	2.00593112656451e-11
10000	0	2	0.8	1e-09	1e-09	1.56690548126826e-15	1	1.2535243850146e-15	1.2535243850146e-15
10000	0	2	0.8	1.5e-09	5e-10	3.9763599978928e-15	1	3.18108799831423e-15	3.18108799831423e-15
10000	0	2	0.8	5e-10	1.5e-09	5.36963261452314e-16	1	4.29570609161851e-16	4.29570609161851e-16
10000	0	2	1	1e-09	1e-09	8.65805133533921e-21	1	8.65805133533921e-21	8.65805133533921e-21
10000	0	2	1	1.5e-09	5e-10	2.36273507318368e-20	1	2.36273507318368e-20	2.36273507318368e-20
10000	0	2	1	5e-10	1.5e-09	2.9119168733807e-21	1	2.9119168733807e-21	2.9119168733807e-21
10000	0	2	1.2	1e-09	1e-09	2.07313427875298e-26	1	2.48776113450357e-26	2.48776113450357e-26
10000	0	2	1.2	1.5e-09	5e-10	5.9120770380427e-26	1	7.09449244565124e-26	7.09449244565124e-26
10000	0	2	1.2	5e-10	1.5e-09	6.92819829002277e-27	1	8.31383794802732e-27	8.31383794802732e-27
10000	0	2	1.4	1e-09	1e-09	2.62785919025536e-32	1	3.6790028663575e-32	3.6790028663575e-32
10000	0	2	1.4	1.5e-09	5e-10	7.68109822955416e-32	1	1.07535375213758e-31	1.07535375213758e-31
10000	0	2	1.4	5e-10	1.5e-09	8.76546119782074e-33	1	1.2271645676949e-32	1.2271645676949e-32
10000	0	2	1.6	1e-09	1e-09	2.0505341619844e-38	1	3.28085465917504e-38	3.28085465917504e-38
10000	0	2	1.6	1.5e-09	5e-10	6.07236859676721e-38	1	9.71578975482754e-38	9.71578975482754e-38
10000	0	2	1.6	5e-10	1.5e-09	6.83626261087846e-39	1	1.09380201774055e-38	1.09380201774055e-38
10000	0	2	1.8	1e-09	1e-09	1.10722578949024e-44	1	1.99300642108243e-44	1.99300642108243e-44
10000	0	2	1.8	1.5e-09	5e-10	3.30074711097166e-44	1	5.94134479974899e-44	5.94134479974899e-44
10000	0	2	1.8	5e-10	1.5e-09	3.69090009957368e-45	1	6.64362017923262e-45	6.64362017923262e-45
10000	0	2	2	1e-09	1e-09	4.53774403569158e-51	1	9.07548807138317e-51	9.07548807138317e-51
10000	0	2	2	1.5e-09	5e-10	1.35719815830794e-50	1	2.71439631661589e-50	2.71439631661589e-50
10000	0	2	2	5e-10	1.5e-09	1.5125952756649e-51	1	3.0251905513298e-51	3.0251905513298e-51
10000	0	3	0.2	1e-09	1e-09	0.010296049	0.997945022	0.002054978	0.002054978
10000	0	3	0.2	1.5e-09	5e-10	0.016661473	0.996678773	0.003321227	0.003321227
10000	0	3	0.2	5e-10	1.5e-09	0.004782688	0.999044376	0.000955624	0.000955624
10000	0	3	0.4	1e-09	1e-09	0.00021428	0.999914295	8.57045410878275e-05	8.57045410878275e-05
10000	0	3	0.4	1.5e-09	5e-10	0.000383541	0.999846607	0.000153393	0.000153393
10000	0	3	0.4	5e-10	1.5e-09	9.09052498420166e-05	0.999963639	3.63607777825711e-05	3.63607777825711e-05
10000	0	3	0.6	1e-09	1e-09	1.21706537950368e-06	0.99999927	7.30238694453266e-07	7.30238694453267e-07
10000	0	3	0.6	1.5e-09	5e-10	2.41170230662767e-06	0.999998553	1.44701929010875e-06	1.44701929010875e-06
10000	0	3	0.6	5e-10	1.5e-09	4.76470475474369e-07	0.999999714	2.85882203555964e-07	2.85882203555964e-07
10000	0	3	0.8	1e-09	1e-09	2.66344980112772e-09	0.999999998	2.13075983636204e-09	2.13075983636204e-09
10000	0	3	0.8	1.5e-09	5e-10	5.80922889935184e-09	0.999999995	4.6473830978833e-09	4.6473830978833e-09
10000	0	3	0.8	5e-10	1.5e-09	9.78807578792362e-10	0.999999999	7.83046062420728e-10	7.83046062420728e-10
10000	0	3	1	1e-09	1e-09	2.76035308395434e-12	1	2.76035308394672e-12	2.76035308394672e-12
10000	0	3	1	1.5e-09	5e-10	6.54511711839737e-12	1	6.54511711835454e-12	6.54511711835454e-12
10000	0	3	1	5e-10	1.5e-09	9.71275338675606e-13	1	9.71275338674663e-13	9.71275338674663e-13
10000	0	3	1.2	1e-09	1e-09	1.56690548126826e-15	1	1.88028657752191e-15	1.88028657752191e-15
10000	0	3	1.2	1.5e-09	5e-10	3.97635999789281e-15	1	4.77163199747135e-15	4.77163199747135e-15
10000	0	3	1.2	5e-10	1.5e-09	5.36963261452314e-16	1	6.44355913742777e-16	6.44355913742777e-16
10000	0	3	1.4	1e-09	1e-09	5.43764604225531e-19	1	7.61270445915743e-19	7.61270445915743e-19
10000	0	3	1.4	1.5e-09	5e-10	1.45365564212169e-18	1	2.03511789897037e-18	2.03511789897037e-18
10000	0	3	1.4	5e-10	1.5e-09	1.83666819526952e-19	1	2.57133547337733e-19	2.57133547337733e-19
10000	0	3	1.6	1e-09	1e-09	1.25701578329374e-22	1	2.01122525326999e-22	2.01122525326999e-22
10000	0	3	1.6	1.5e-09	5e-10	3.49052248502087e-22	1	5.58483597603339e-22	5.58483597603339e-22
10000	0	3	1.6	5e-10	1.5e-09	4.21510272752589e-23	1	6.74416436404143e-23	6.74416436404143e-23
10000	0	3	1.8	1e-09	1e-09	2.07313427875298e-26	1	3.73164170175536e-26	3.73164170175536e-26
10000	0	3	1.8	1.5e-09	5e-10	5.9120770380427e-26	1	1.06417386684769e-25	1.06417386684769e-25
10000	0	3	1.8	5e-10	1.5e-09	6.92819829002276e-27	1	1.2470756922041e-26	1.2470756922041e-26
10000	0	3	2	1e-09	1e-09	2.57972283498052e-30	1	5.15944566996104e-30	5.15944566996104e-30
10000	0	3	2	1.5e-09	5e-10	7.49080077672903e-30	1	1.4981601553458e-29	1.4981601553458e-29
10000	0	3	2	5e-10	1.5e-09	8.60822608684746e-31	1	1.72164521736949e-30	1.72164521736949e-30
10000	0	4	0.2	1e-09	1e-09	0.020803898	0.995856461	0.004143539	0.004143539
10000	0	4	0.2	1.5e-09	5e-10	0.032825659	0.993477688	0.006522312	0.006522312
10000	0	4	0.2	5e-10	1.5e-09	0.00990246	0.998023423	0.001976577	0.001976577
10000	0	4	0.4	1e-09	1e-09	0.001799815	0.999280592	0.000719408	0.000719408
10000	0	4	0.4	1.5e-09	5e-10	0.003060286	0.998777382	0.001222618	0.001222618
10000	0	4	0.4	5e-10	1.5e-09	0.000798645	0.999680644	0.000319356	0.000319356
10000	0	4	0.6	1e-09	1e-09	6.53079523621483e-05	0.999960817	3.91832360311417e-05	3.91832360311417e-05
10000	0	4	0.6	1.5e-09	5e-10	0.000119915	0.999928056	7.19436918609469e-05	7.19436918609469e-05
10000	0	4	0.6	5e-10	1.5e-09	2.71226597991473e-05	0.999983727	1.62733310538752e-05	1.62733310538752e-05
10000	0	4	0.8	1e-09	1e-09	1.21706433282231e-06	0.999999026	9.73650518261594e-07	9.73650518261594e-07
10000	0	4	0.8	1.5e-09	5e-10	2.41169876092074e-06	0.999998071	1.92935528631759e-06	1.92935528631759e-06
10000	0	4	0.8	5e-10	1.5e-09	4.76470292563766e-07	0.999999619	3.81176088755746e-07	3.81176088755746e-07
10000	0	4	1	1e-09	1e-09	1.32971950725167e-08	0.999999987	1.32971948957013e-08	1.32971948957013e-08
10000	0	4	1	1.5e-09	5e-10	2.8342274647295e-08	0.999999972	2.83422738440105e-08	2.83422738440105e-08
10000	0	4	1	5e-10	1.5e-09	4.95531795900801e-09	0.999999995	4.95531793445283e-09	4.95531793445283e-09
10000	0	4	1.2	1e-09	1e-09	9.31944896683348e-11	1	1.11833387589495e-10	1.11833387589495e-10
10000	0	4	1.2	1.5e-09	5e-10	2.12324117489281e-10	1	2.5478894092222e-10	2.5478894092222e-10
10000	0	4	1.2	5e-10	1.5e-09	3.343218544728e-11	1	4.01186225351265e-11	4.01186225351265e-11
10000	0	4	1.4	1e-09	1e-09	4.48657204274444e-13	1	6.28120085983827e-13	6.28120085983827e-13
10000	0	4	1.4	1.5e-09	5e-10	1.08367610414472e-12	1	1.51714654580031e-12	1.51714654580031e-12
10000	0	4	1.4	5e-10	1.5e-09	1.56606470279988e-13	1	2.19249058391935e-13	2.19249058391935e-13
10000	0	4	1.6	1e-09	1e-09	1.56690548126827e-15	1	2.50704877002922e-15	2.50704877002922e-15
10000	0	4	1.6	1.5e-09	5e-10	3.97635999789282e-15	1	6.36217599662846e-15	6.36217599662847e-15
10000	0	4	1.6	5e-10	1.5e-09	5.36963261452315e-16	1	8.59141218323704e-16	8.59141218323704e-16
10000	0	4	1.8	1e-09	1e-09	4.15116095038161e-18	1	7.47208971068691e-18	7.47208971068691e-18
10000	0	4	1.8	1.5e-09	5e-10	1.09693610436905e-17	1	1.9744849878643e-17	1.9744849878643e-17
10000	0	4	1.8	5e-10	1.5e-09	1.40603111967686e-18	1	2.53085601541834e-18	2.53085601541834e-18
10000	0	4	2	1e-09	1e-09	8.65805133533921e-21	1	1.73161026706784e-20	1.73161026706784e-20
10000	0	4	2	1.5e-09	5e-10	2.36273507318368e-20	1	4.72547014636736e-20	4.72547014636736e-20
10000	0	4	2	5e-10	1.5e-09	2.9119168733807e-21	1	5.8238337467614e-21	5.8238337467614e-21
10000	0	5	0.2	1e-09	1e-09	0.030021481	0.99403154	0.00596846	0.00596846
10000	0	5	0.2	1.5e-09	5e-10	0.04669873	0.990746678	0.009253322	0.009253322
10000	0	5	0.2	5e-10	1.5e-09	0.014492776	0.997109822	0.002890178	0.002890178
10000	0	5	0.4	1e-09	1e-09	0.005368983	0.997857009	0.002142991	0.002142991
10000	0	5	0.4	1.5e-09	5e-10	0.008839788	0.996476544	0.003523456	0.003523456
10000	0	5	0.4	5e-10	1.5e-09	0.002453969	0.999019375	0.000980625	0.000980625
10000	0	5	0.6	1e-09	1e-09	0.000523268	0.999686138	0.000313862	0.000313862
10000	0	5	0.6	1.5e-09	5e-10	0.00091739	0.999449869	0.000550131	0.000550131
10000	0	5	0.6	5e-10	1.5e-09	0.000225981	0.99986443	0.00013557	0.00013557
10000	0	5	0.8	1e-09	1e-09	3.08987532790668e-05	0.999975282	2.47183916092664e-05	2.47183916092664e-05
10000	0	5	0.8	1.5e-09	5e-10	5.76111070270967e-05	0.999953913	4.60867615341963e-05	4.60867615341963e-05
10000	0	5	0.8	5e-10	1.5e-09	1.26737169477349e-05	0.999989861	1.01388707604453e-05	1.01388707604453e-05
10000	0	5	1	1e-09	1e-09	1.21706327262092e-06	0.999998783	1.21706179137971e-06	1.21706179137971e-06
10000	0	5	1	1.5e-09	5e-10	2.41169523005933e-06	0.999997588	2.41168941379948e-06	2.41168941379948e-06
10000	0	5	1	5e-10	1.5e-09	4.76470113120421e-07	0.999999524	4.7646988609676e-07	4.7646988609676e-07
10000	0	5	1.2	1e-09	1e-09	3.40863492831493e-08	0.999999959	4.09036174666732e-08	4.09036174666732e-08
10000	0	5	1.2	1.5e-09	5e-10	7.16317122841638e-08	0.999999914	8.595804735221e-08	8.595804735221e-08
10000	0	5	1.2	5e-10	1.5e-09	1.2817142014295e-08	0.999999985	1.5380570180592e-08	1.5380570180592e-08
10000	0	5	1.4	1e-09	1e-09	7.11567107201021e-10	0.999999999	9.96193949089027e-10	9.96193949089027e-10
10000	0	5	1.4	1.5e-09	5e-10	1.5799485260299e-09	0.999999998	2.21192793154923e-09	2.21192793154923e-09
10000	0	5	1.4	5e-10	1.5e-09	2.58831843225027e-10	1	3.6236458038373e-10	3.6236458038373e-10
10000	0	5	1.6	1e-09	1e-09	1.14956343310598e-11	1	1.83930149293575e-11	1.83930149293575e-11
10000	0	5	1.6	1.5e-09	5e-10	2.6837949439126e-11	1	4.29407191007576e-11	4.29407191007576e-11
10000	0	5	1.6	5e-10	1.5e-09	4.07409934231617e-12	1	6.51855894766339e-12	6.51855894766339e-12
10000	0	5	1.8	1e-09	1e-09	1.4825763800092e-13	1	2.66863748401584e-13	2.66863748401584e-13
10000	0	5	1.8	1.5e-09	5e-10	3.61918648058725e-13	1	6.51453566505281e-13	6.51453566505281e-13
10000	0	5	1.8	5e-10	1.5e-09	5.15267548356271e-14	1	9.27481587041202e-14	9.27481587041202e-14
10000	0	5	2	1e-09	1e-09	1.56690548126827e-15	1	3.13381096253653e-15	3.13381096253653e-15
10000	0	5	2	1.5e-09	5e-10	3.97635999789283e-15	1	7.95271999578559e-15	7.95271999578559e-15
10000	0	5	2	5e-10	1.5e-09	5.36963261452315e-16	1	1.07392652290463e-15	1.07392652290463e-15
10000	0	6	0.2	1e-09	1e-09	0.037500623	0.992555709	0.007444291	0.007444291
10000	0	6	0.2	1.5e-09	5e-10	0.057826846	0.988566859	0.011433141	0.011433141
10000	0	6	0.2	5e-10	1.5e-09	0.018261284	0.996361034	0.003638966	0.003638966
10000	0	6	0.4	1e-09	1e-09	0.010187383	0.995941585	0.004058415	0.004058415
10000	0	6	0.4	1.5e-09	5e-10	0.016397681	0.993483669	0.006516331	0.006516331
10000	0	6	0.4	5e-10	1.5e-09	0.004757564	0.998100589	0.001899411	0.001899411
10000	0	6	0.6	1e-09	1e-09	0.001796423	0.998923306	0.001076694	0.001076694
10000	0	6	0.6	1.5e-09	5e-10	0.00305129	0.998172572	0.001827428	0.001827428
10000	0	6	0.6	5e-10	1.5e-09	0.000797924	0.999521475	0.000478525	0.000478525
10000	0	6	0.8	1e-09	1e-09	0.000214195	0.999828673	0.000171327	0.000171327
10000	0	6	0.8	1.5e-09	5e-10	0.000383298	0.999693455	0.000306545	0.000306545
10000	0	6	0.8	5e-10	1.5e-09	9.08886051313446e-05	0.999927294	7.27055976167936e-05	7.27055976167936e-05
10000	0	6	1	1e-09	1e-09	1.84997481055315e-05	0.999981501	1.84994058711828e-05	1.84994058711828e-05
10000	0	6	1	1.5e-09	5e-10	3.48471601429888e-05	0.999965154	3.48459458607331e-05	3.48459458607331e-05
10000	0	6	1	5e-10	1.5e-09	7.5265349028363e-06	0.999992474	7.52647825453502e-06	7.52647825453502e-06
10000	0	6	1.2	1e-09	1e-09	1.21706222594569e-06	0.99999854	1.46047253815168e-06	1.46047253815168e-06
10000	0	6	1.2	1.5e-09	5e-10	2.41169168434682e-06	0.999997106	2.89402164583066e-06	2.89402164583066e-06
10000	0	6	1.2	5e-10	1.5e-09	4.76469933671771e-07	0.999999428	5.71763593492331e-07	5.71763593492331e-07
10000	0	6	1.4	1e-09	1e-09	6.320101126622e-08	0.999999912	8.84814079437478e-08	8.84814079437478e-08
10000	0	6	1.4	1.5e-09	5e-10	1.31550294423521e-07	0.999999816	1.84170378274195e-07	1.84170378274195e-07
10000	0	6	1.4	5e-10	1.5e-09	2.39135034803274e-08	0.999999967	3.34789037516214e-08	3.34789037516214e-08
10000	0	6	1.6	1e-09	1e-09	2.66344979671392e-09	0.999999996	4.26151965658173e-09	4.26151965658173e-09
10000	0	6	1.6	1.5e-09	5e-10	5.80922881258068e-09	0.999999991	9.29476601373642e-09	9.29476601373642e-09
10000	0	6	1.6	5e-10	1.5e-09	9.78807574862508e-10	0.999999998	1.56609211732737e-09	1.56609211732737e-09
10000	0	6	1.8	1e-09	1e-09	9.31944896840013e-11	1	1.67750081403062e-10	1.67750081403062e-10
10000	0	6	1.8	1.5e-09	5e-10	2.12324117517689e-10	1	3.82183411385776e-10	3.82183411385776e-10
10000	0	6	1.8	5e-10	1.5e-09	3.34321854511416e-11	1	6.01779338084335e-11	6.01779338084335e-11
10000	0	6	2	1e-09	1e-09	2.76035308398025e-12	1	5.52070616793002e-12	5.52070616793002e-12
10000	0	6	2	1.5e-09	5e-10	6.54511711844757e-12	1	1.30902342367238e-11	1.30902342367238e-11
10000	0	6	2	5e-10	1.5e-09	9.71275338681783e-13	1	1.94255067735979e-12	1.94255067735979e-12
10000	0	7	0.2	1e-09	1e-09	0.043509141	0.99137324	0.00862676	0.00862676
10000	0	7	0.2	1.5e-09	5e-10	0.0667116	0.986833354	0.013166646	0.013166646
10000	0	7	0.2	5e-10	1.5e-09	0.021307996	0.995756485	0.004243515	0.004243515
10000	0	7	0.4	1e-09	1e-09	0.015378885	0.993886056	0.006113944	0.006113944
10000	0	7	0.4	1.5e-09	5e-10	0.024351253	0.990353461	0.009646539	0.009646539
10000	0	7	0.4	5e-10	1.5e-09	0.007298058	0.997089274	0.002910726	0.002910726
10000	0	7	0.6	1e-09	1e-09	0.003973641	0.997621486	0.002378514	0.002378514
10000	0	7	0.6	1.5e-09	5e-10	0.006589038	0.996062145	0.003937855	0.003937855
10000	0	7	0.6	5e-10	1.5e-09	0.001804343	0.998918565	0.001081435	0.001081435
10000	0	7	0.8	1e-09	1e-09	0.000753931	0.999397219	0.000602781	0.000602781
10000	0	7	0.8	1.5e-09	5e-10	0.001309489	0.998953505	0.001046495	0.001046495
10000	0	7	0.8	5e-10	1.5e-09	0.000328276	0.999737448	0.000262552	0.000262552
10000	0	7	1	1e-09	1e-09	0.000109661	0.999890351	0.000109649	0.000109649
10000	0	7	1	1.5e-09	5e-10	0.000199133	0.999800907	0.000199093	0.000199093
10000	0	7	1	5e-10	1.5e-09	4.59625508516189e-05	0.99995404	4.59604383926322e-05	4.59604383926322e-05
10000	0	7	1.2	1e-09	1e-09	1.2739491113693e-05	0.999984713	1.52871556357316e-05	1.52871556357316e-05
10000	0	7	1.2	1.5e-09	5e-10	2.41723276674403e-05	0.999970994	2.9005951831282e-05	2.9005951831282e-05
10000	0	7	1.2	5e-10	1.5e-09	5.15339524028017e-06	0.999993816	6.1840360457979e-06	6.1840360457979e-06
10000	0	7	1.4	1e-09	1e-09	1.2170611792859e-06	0.999998296	1.70388274777889e-06	1.70388274777889e-06
10000	0	7	1.4	1.5e-09	5e-10	2.41168814159424e-06	0.999996624	3.37635199844063e-06	3.37635199844063e-06
10000	0	7	1.4	5e-10	1.5e-09	4.76469754231159e-07	0.999999333	6.67057210958004e-07	6.67057210958004e-07
10000	0	7	1.6	1e-09	1e-09	9.77334410187324e-08	0.999999844	1.56373481177302e-07	1.56373481177302e-07
10000	0	7	1.6	1.5e-09	5e-10	2.02029839509824e-07	0.999999677	3.23247638726649e-07	3.23247638726649e-07
10000	0	7	1.6	5e-10	1.5e-09	3.7149228187606e-08	0.999999941	5.9438761567203e-08	5.9438761567203e-08
10000	0	7	1.8	1e-09	1e-09	6.71467928078929e-09	0.999999988	1.20864225593391e-08	1.20864225593391e-08
10000	0	7	1.8	1.5e-09	5e-10	1.44552395084822e-08	0.999999974	2.60194304382572e-08	2.60194304382572e-08
10000	0	7	1.8	5e-10	1.5e-09	2.4869822597252e-09	0.999999996	4.47656804746571e-09	4.47656804746571e-09
10000	0	7	2	1e-09	1e-09	4.00622716206811e-10	0.999999999	8.01245431771627e-10	8.01245431771627e-10
10000	0	7	2	1.5e-09	5e-10	8.9621841156709e-10	0.999999998	1.79243681992135e-09	1.79243681992135e-09
10000	0	7	2	5e-10	1.5e-09	1.4512312279358e-10	1	2.90246245502916e-10	2.90246245502916e-10
10000	0	8	0.2	1e-09	1e-09	0.048378532	0.990417016	0.009582984	0.009582984
10000	0	8	0.2	1.5e-09	5e-10	0.073886834	0.985437824	0.014562176	0.014562176
10000	0	8	0.2	5e-10	1.5e-09	0.02378571	0.995265381	0.004734619	0.004734619
10000	0	8	0.4	1e-09	1e-09	0.020429204	0.991894553	0.008105447	0.008105447
10000	0	8	0.4	1.5e-09	5e-10	0.031963359	0.987376058	0.012623942	0.012623942
10000	0	8	0.4	5e-10	1.5e-09	0.009811184	0.996090868	0.003909132	0.003909132
10000	0	8	0.6	1e-09	1e-09	0.006835333	0.995915551	0.004084449	0.004084449
10000	0	8	0.6	1.5e-09	5e-10	0.011117861	0.993373487	0.006626513	0.006626513
10000	0	8	0.6	5e-10	1.5e-09	0.003160713	0.998107162	0.001892838	0.001892838
10000	0	8	0.8	1e-09	1e-09	0.001793042	0.998567621	0.001432379	0.001432379
10000	0	8	0.8	1.5e-09	5e-10	0.003042334	0.997572042	0.002427958	0.002427958
10000	0	8	0.8	5e-10	1.5e-09	0.000797204	0.999362643	0.000637357	0.000637357
10000	0	8	1	1e-09	1e-09	0.000376443	0.999623699	0.000376301	0.000376301
10000	0	8	1	1.5e-09	5e-10	0.000664828	0.999335614	0.000664386	0.000664386
10000	0	8	1	5e-10	1.5e-09	0.000161546	0.99983848	0.00016152	0.00016152
10000	0	8	1.2	1e-09	1e-09	6.52970148741357e-05	0.99992165	7.83502786017941e-05	7.83502786017941e-05
10000	0	8	1.2	1.5e-09	5e-10	0.000119882	0.999856162	0.000143838	0.000143838
10000	0	8	1.2	5e-10	1.5e-09	2.71205776249901e-05	0.999967456	3.25436340274048e-05	3.25436340274048e-05
10000	0	8	1.4	1e-09	1e-09	9.59613581351828e-06	0.999986566	1.34344096531381e-05	1.34344096531381e-05
10000	0	8	1.4	1.5e-09	5e-10	1.8307674910498e-05	0.99997437	2.56300879564517e-05	2.56300879564517e-05
10000	0	8	1.4	5e-10	1.5e-09	3.8653842486183e-06	0.999994588	5.41150866348114e-06	5.41150866348114e-06
10000	0	8	1.6	1e-09	1e-09	1.2170601243969e-06	0.999998053	1.94729240707994e-06	1.94729240707994e-06
10000	0	8	1.6	1.5e-09	5e-10	2.4116845958885e-06	0.999996141	3.85868046394923e-06	3.85868046394923e-06
10000	0	8	1.6	5e-10	1.5e-09	4.76469572964587e-07	0.999999238	7.62350735564252e-07	7.62350735564252e-07
10000	0	8	1.8	1e-09	1e-09	1.35145327473156e-07	0.999999757	2.43261530275494e-07	2.43261530275494e-07
10000	0	8	1.8	1.5e-09	5e-10	2.77915773638077e-07	0.9999995	5.0024814230021e-07	5.0024814230021e-07
10000	0	8	1.8	5e-10	1.5e-09	5.15497772960394e-08	0.999999907	9.2789590522962e-08	9.2789590522962e-08
10000	0	8	2	1e-09	1e-09	1.3297194462662e-08	0.999999973	2.65943882180625e-08	2.65943882180625e-08
10000	0	8	2	1.5e-09	5e-10	2.83422724773023e-08	0.999999943	5.66845417414671e-08	5.66845417414671e-08
10000	0	8	2	5e-10	1.5e-09	4.95531788031831e-09	0.99999999	9.91063566241591e-09	9.91063566241591e-09
10000	0	9	0.2	1e-09	1e-09	0.052378497	0.989632903	0.010367097	0.010367097
10000	0	9	0.2	1.5e-09	5e-10	0.079768945	0.984296738	0.015703262	0.015703262
10000	0	9	0.2	5e-10	1.5e-09	0.02582498	0.994861544	0.005138456	0.005138456
10000	0	9	0.4	1e-09	1e-09	0.025116933	0.99005316	0.00994684	0.00994684
10000	0	9	0.4	1.5e-09	5e-10	0.038953526	0.984657645	0.015342355	0.015342355
10000	0	9	0.4	5e-10	1.5e-09	0.012170571	0.995155356	0.004844644	0.004844644
10000	0	9	0.6	1e-09	1e-09	0.010080845	0.993987857	0.006012143	0.006012143
10000	0	9	0.6	1.5e-09	5e-10	0.016141733	0.990407861	0.009592139	0.009592139
10000	0	9	0.6	5e-10	1.5e-09	0.004732684	0.99716843	0.00283157	0.00283157
10000	0	9	0.8	1e-09	1e-09	0.003341519	0.997333912	0.002666088	0.002666088
10000	0	9	0.8	1.5e-09	5e-10	0.005560537	0.995571272	0.004428728	0.004428728
10000	0	9	0.8	5e-10	1.5e-09	0.001512401	0.998791541	0.001208459	0.001208459
10000	0	9	1	1e-09	1e-09	0.000918689	0.999082154	0.000917846	0.000917846
10000	0	9	1	1.5e-09	5e-10	0.001586708	0.998415805	0.001584195	0.001584195
